This word isn't in common use.	この言葉は一般的には使われていない。
He is a sort of painter.	彼は画家のようなものだ。
It's not easy.	簡単ではないな。
I knew you'd like it.	気に入ってくれると思ってた。
I can swim across the river.	私は川を泳いで渡ることができます。
You had better go at once.	すぐに行かないとまずいよ。
Act like a man.	男らしく振る舞いなさい。
Do people still listen?	みんなまだ聞いてるの？
Be careful not to fall.	転ばないようにね。
Tom got a loan from the bank.	トムは銀行のローンを受けられた。
Just answer the question.	とにかく質問に答えなさい。
She turned a page of her book.	彼女は本のページをめくった。
Tom came into the room.	トムが部屋に入ってきた。
He is cool, isn't he?	彼って、格好いいよね。
Tom bought a very good camera.	トムはとてもいいカメラを買った。
Would you draw me a map?	地図を描いていただけませんか？
What're you reading?	何読んでんの？
I believe in magic.	わたしは魔法を信じている。
What do you want me to do?	いったい私にどうしろと？
When will you return?	いつ帰ってくるの？
Do you like school?	学校は好き？
It's chilly.	肌寒いです。
Let's meet at the usual place.	例の場所で落ち合おう。
I was very scared of snakes.	私は蛇をとても怖がっていた。
Her mother started screaming.	彼女の母親は叫び出した。
Louder, please.	もっと大きい声で言ってください。
You can rely on me.	大丈夫、任せてくれ。
I had trouble getting a taxi.	タクシーを拾うのに苦労した。
What's your favorite proverb?	好きな諺は何ですか？
I only used it once.	一回使っただけです。
There's a little wind.	風が少しある。
Let's go out.	さあ出かけよう。
He doesn't always come late.	彼はいつも遅れてくるというわけではない。
Has anybody been hurt?	誰か怪我した？
Tell Tom to wait a moment.	ちょっと待っててってトムに伝えといて。
I thought you might come.	あなたが来るかもしれないと思いました。
We went to London last year.	私たちは去年ロンドンに行きました。
We didn't hear you come in.	あなたが来るって聞いてなかったよ。
Do you think Tom is sensible?	トムは気が利くと思う？
He looks like your brother.	彼はまるで君の弟みたいだよ。
Tom left a gift for you.	トムがあなたに贈り物を置いていったよ。
I play tennis after school.	私は放課後テニスをします。
My uncle runs a hotel.	おじはホテルを経営している。
She has absolutely no enemies.	彼女には敵が全くいない。
Italy isn't Greece.	イタリアはギリシャではない。
She has lunch at home.	彼女は家で昼食をとる。
I'm in jail.	私は服役中だ。
I sat waiting on the bench.	私はベンチに座って待った。
Run and hide in the mountains.	はやく、逃げて山中に隠れて。
I've never seen him in jeans.	彼がジーンズをはいているのを見たことがない。
That's the best I can do.	それが俺にできるベストだね。
I don't need money now.	私は今お金はいらない。
Tom lost his job.	トムは首になった。
I lived in a small town.	私は小さな町に住んでいました。
You don't have to reply today.	返事今日じゃなくてもいいからね。
I feel like taking a rest.	ちょっと休みたい。
Tom said you speak French.	フランス語が話せるんですってね。トムが言ってましたよ。
Tom cried all night long.	トムは一晩中泣き明かした。
When does that start?	何時に始まるの？
Did Tom call?	トムから電話があった？
He got home at six.	彼は六時に帰った。
Let's change the topic.	話題変えよう。
Nobody has died.	誰も死ななかった。
I wish you good luck.	幸運をお祈りいたします。
He arrived safely.	彼は無事に到着した。
Where are you working?	どこで働いてるの？
Tom speaks French fluently.	トムはフランス語をすらすら話します。
She lived there for years.	彼女はそこに何年も暮らした。
Tom promised.	トムは約束した。
A man appeared at the door.	１人の男が戸口に現れた。
Never press this button.	このボタンを決して押してはいけない。
Tom took Mary home.	トムはメアリーの家まで送った。
She changed the subject.	彼女は話題を変えた。
You will miss the train.	電車に遅れますよ。
Will the train leave on time?	列車は時刻通りに出ますか。
Please come by 2:30.	2時半までに来て下さい。
My father was an actor.	私の父は俳優でした。
I love lasagna.	私はラザニアが大好物なんだ。
It cost $30.	それは30ドルする。
She is far from beautiful.	彼女は全く美しくない。
Tom wasn't angry.	トムは怒っていなかった。
Anybody hurt?	誰か怪我した？
I told the truth.	私は真実を言った。
I hear he is looking for work.	彼は勤め口を探しているそうだ。
She treated his broken leg.	彼女は彼の骨折した足の治療をした。
Tom doesn't have any kids.	トムには子供がいない。
He absconded with the money.	彼はお金とともに姿をくらました。
He likes tigers.	彼は虎が好き。
He is now on his own.	彼は自立した。
I feel sorry for her.	彼女が気の毒だ。
She is mad at you.	彼女はあなたのことを怒っている。
This is my son's CD.	これは私の息子のCDです。
Please read it once more.	もう１回読んでよ、お願い。
I'm good at Japanese.	私は日本語が得意です。
Please answer the phone.	すみませんが電話に出てください。
You're so bossy.	あなた、随分偉ぶっているじゃないの。
It's the law.	法律ですから。
He kept pace with her.	彼は彼女に遅れずについていった。
These are as good as those.	これらはあれらと同じくらい良い。
I don't understand it.	わかりません。
