He knocked on the closed door.	彼はその閉まっているドアをノックした。
Is there anything for me?	私にはなにか有りますか？
Please buy a few apples.	りんごを少し買ってください。
Tom is an able cricket player.	トムは優秀なクリケット選手だ。
Construction began in October.	工事は10月に始まった。
Pain, pain, go away.	痛いの痛いの飛んでいけ！
It's odd.	妙だな。
Does this book belong to you?	これはあなたの本ですか？
There is a knife missing.	ナイフがない。
Do it again.	もう一度やって。
I think Tom is narrow-minded.	トムって心が狭いと思う。
Did you enjoy the game?	ゲームは楽しめましたか。
My mother is an early riser.	母は早起きです。
What's her name again?	あの人、何て名前だったっけ？
Tom was very noisy.	トムはとても騒がしかった。
Thanks for the feedback.	ご意見ありがとうございます。
Plastic does not burn easily.	プラスチックは燃えにくい。
Could you explain it to me?	説明してくれる？
I have to stay for a while.	私はしばらく残らないといけません。
Tom turned off the water.	トムは水道を止めた。
Tom is afraid of dogs.	トムは犬恐怖症です。
It was fate.	そうなる運命だったんだよ。
He is the image of his father.	父親にそっくりだ。
I like geography and history.	私は地理と歴史が好きだ。
Tom didn't stay very long.	トムはそんなに長くはいなかった。
Don't make fun of foreigners.	外人をからかうな。
I'm cool.	俺はいかしてる。
She spoke to me in Spanish.	彼女は私にスペイン語で話しかけてきました。
I'll go meet them soon.	すぐに会いに行くからね。
I took risks.	敢えて危ない橋を渡ることにした。
Worrying isn't going to help.	心配したってしょうがないよ。
Tom didn't know how to reply.	トムは何と答えればいいか分からなかった。
Tom is lying.	トムは嘘をついている。
What if nothing happens?	何も起きなかったらどうなるんだろう？
They will agree on that.	彼らはそれで合意に達するだろう。
She asked me if I could sew.	彼女は私に裁縫が出来るか聞いてきた。
Tom is still in the hospital.	トムはまだ入院している。
I suppose we could walk.	話してもいいとは思うよ。
May I open a can?	缶を開けてもいいですか。
Maybe you should wait.	たぶん待った方がいいよね。
I want to be a teacher.	教師になりたいです。
I'm not able to swim.	私は泳げません。
Why can't Tom come?	トムはどうして来れないの？
Who is that boy?	あの男の子は誰？
Tom looked at the thermometer.	トムは温度計を見た。
I'm sorry I kept you waiting.	お待たせして申し訳ございません。
I yawned.	あくびをした。
I'm not going if Tom is.	トムが行くなら行かない。
It is going to snow.	雪になるでしょう。
I love tomato soup.	トマトスープが大好きです。
Do you have any Japanese beer?	日本のビールはありますか。
I like his music.	彼の音楽が好きです。
How much does this pen cost?	このペンはいくらしますか。
I've been angry with Tom.	私はトムに怒っています。
What do you want to do now?	今から何をしたいですか。
We expected better terms.	私どもはもっとよい条件を期待していました。
I don't think that he's right.	彼が正しいとは私は思わない。
Are you on Facebook?	Facebookやってる？
May I turn off the lights?	電気消してもいい？
I'm fortunate compared to him.	あいつに比べれば俺は幸せ者だ。
She admits knowing the secret.	彼女は秘密を知っていることを認めている。
Hey, who wants pizza?	さあ、ピザがいる人ー！
I am not concerned with it.	私はそれには関係ない。
I came here yesterday.	私は昨日ここへ来ました。
He had trouble breathing.	彼は呼吸するのが困難であった。
This is an important event.	これは重要な行事です。
Tom is hitting Mary.	トムはメアリーを殴っている。
What is your profession?	お仕事は何をされてるんですか？
Send me there.	私をそこにやって下さい。
I wish I could've seen Tom.	トムに会えればよかったんだけど。
Tom is my younger brother.	トムは私の弟です。
Have you known her since 1990?	あなたは１９９０年から彼女を知っているのですか？
I'm stuck in my job.	仕事に行き詰まった。
Do you have plans for tonight?	今日の夜予定ある？
You can use my car today.	今日私の車を使っていいよ。
Is Tom guilty?	トムが犯人なんだろうか？
She knit him a sweater.	彼女は彼にセーターを編んであげた。
The main valve is turned off.	元栓、しまってる。
He moved close to her.	彼は彼女に近づいた。
Please lend me this pen.	このペンを貸してください。
He fell down on the floor.	彼は床に倒れた。
Do you want to say something?	何か言いたいことがあるの？
Wait one second.	ちょっと待って。
I have hiccups.	しゃっくり出てる。
He speaks ten languages.	彼は１０ヶ国語しゃべれる。
He is very handsome.	彼はとてもハンサムだ。
Give him time.	彼を長い目で見てやりなさい。
Forty people were present.	４０人が出席していた。
You'd better not see her now.	君は今彼女と会わない方がいいよ。
I'm slightly hungry.	ちょっと小腹がすいたな。
Could you lower your voice?	声を小さくしてくださいませんか？
Tom seems a little nervous.	トムは少し緊張しているようだ。
Dinner is almost ready.	夕食の準備はほとんどできています。
I'm very hungry.	超腹減った。
I'm satisfied.	満足しています。
We won't leave without Tom.	トム抜きでは出発しない。
The economy is good.	景気が良い。
She is always busy.	彼女はいつも忙しい。
Where did you buy that book?	その本どこで買ったの？
Hold your breath, please.	息を止めてください。
